Date,Time,Sender,Receiver,Amount,Payment Type,Sender Bank Location,Receiver Bank Location,Payment Currency,Receiver Currency,Is Suspicious,Type
2023-10-27,00:00:00,ACC01012421,ACC01012424,6843.38,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-08-23,00:00:00,ACC01012493,ACC01012496,860.92,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-11-25,00:00:00,ACC01015175,ACC01015176,5679.34,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-10-25,18:00:00,ACC01000082,ACC01000083,8102.2,ACH,United States,United Kingdom,USD,GBP,1,Structuring
2023-02-12,15:50:00,ACC01005015,ACC01005016,2359.22,Debit Card,France,Japan,EUR,JPY,0,Single Transaction
2023-07-30,08:00:00,ACC01011105,ACC01011106,9685.542019399427,ACH,United States,United States,USD,USD,0,Periodical
2023-08-09,00:00:00,ACC01012493,ACC01012496,5581.03,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-08-15,00:00:00,ACC01013465,ACC01013468,5072.95,Cross-border,Japan,Japan,JPY,JPY,0,Normal Group
2023-03-12,00:00:00,ACC01013744,ACC01013752,228.72,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-01-31,22:00:00,ACC01010173,ACC01010174,4380.916481314284,ACH,France,France,EUR,EUR,0,Periodical
2024-01-14,00:00:00,ACC01014482,ACC01014485,6965.72,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-09-28,05:00:00,ACC01000001,ACC01000007,86751.44,Credit Card,United States,Canada,USD,CAD,1,Fan-Out
2023-01-13,00:00:00,ACC01012277,ACC01012281,158.82,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-11-17,00:00:00,ACC01014293,ACC01014301,8201.22,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-05-01,04:00:00,ACC01009693,ACC01009694,6619.426789787348,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-05-22,00:00:00,ACC01013528,ACC01013529,4143.13,Cash,United States,United States,USD,USD,0,Normal Group
2023-02-01,00:00:00,ACC01012880,ACC01012888,2622.78,Credit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-05-01,02:00:00,ACC01009787,ACC01009788,6123.575338564131,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-03-02,07:00:00,ACC01010587,ACC01010588,4731.9717943951855,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-11-14,18:57:00,ACC01000725,ACC01000726,4415.7,ACH,Italy,Germany,EUR,EUR,0,Single Transaction
2023-05-15,00:00:00,ACC01013231,ACC01013234,4241.74,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-05-20,04:36:00,ACC01000683,ACC01000684,1964.23,Cheque,Spain,Canada,EUR,CAD,0,Single Transaction
2023-10-11,00:00:00,ACC01011854,ACC01011862,2615.63,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-09-28,00:00:00,ACC01013762,ACC01013768,3491.22,Cash,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-03-20,00:00:00,ACC01013951,ACC01013956,5829.57,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-02-02,00:00:00,ACC01013366,ACC01013370,7032.7,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-09-28,18:00:00,ACC01011223,ACC01011224,6058.596893006485,ACH,France,France,EUR,EUR,0,Periodical
2023-08-05,00:06:00,ACC01003679,ACC01003680,4110.54,Debit Card,France,France,EUR,EUR,0,Single Transaction
2023-11-05,00:00:00,ACC01014806,ACC01014807,6163.64,Cheque,France,France,EUR,EUR,0,Normal Group
2023-01-01,11:00:00,ACC01010659,ACC01010660,1104.5985196059594,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-03-14,00:00:00,ACC01013879,ACC01013882,3054.96,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-06-03,16:26:00,ACC01009543,ACC01009544,3417.36,Credit Card,Spain,Italy,EUR,EUR,0,Single Transaction
2023-05-01,19:00:00,ACC01011409,ACC01011410,9370.611431247693,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-12-02,00:00:00,ACC01015472,ACC01015474,3164.24,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-01,05:00:00,ACC01010391,ACC01010392,2082.285352895237,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-03-01,00:00:00,ACC01012349,ACC01012350,2863.14,Cheque,Germany,Germany,EUR,EUR,0,Normal Group
2024-01-08,00:00:00,ACC01014500,ACC01014503,447.34,Cash,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-10-08,00:00:00,ACC01014833,ACC01014836,2879.97,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-03-02,06:00:00,ACC01011113,ACC01011114,1757.4306199442808,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-06-24,00:00:00,ACC01012745,ACC01012746,2548.07,Cash,France,France,EUR,EUR,0,Normal Group
2023-07-30,01:00:00,ACC01010327,ACC01010328,7423.236821518173,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2024-02-17,00:00:00,ACC01013906,ACC01013908,8794.08,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-05-25,00:00:00,ACC01012232,ACC01012235,1231.88,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-03-27,00:00:00,ACC01011881,ACC01011883,6026.95,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-07-30,05:00:00,ACC01009707,ACC01009708,9404.810963180145,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-10-18,00:00:00,ACC01012700,ACC01012702,2911.79,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-08-29,01:00:00,ACC01010213,ACC01010214,493.10803464716497,ACH,United States,United States,USD,USD,0,Periodical
2023-09-21,00:00:00,ACC01012133,ACC01012136,8841.38,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-06-06,00:00:00,ACC01014788,ACC01014789,6016.66,Cheque,Italy,Italy,EUR,EUR,0,Normal Group
2023-11-27,12:09:00,ACC01001561,ACC01001562,1815.98,Cheque,Germany,Japan,EUR,JPY,0,Single Transaction
2023-09-15,00:00:00,ACC01012421,ACC01012427,2349.18,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-06-28,00:00:00,ACC01012817,ACC01012824,4541.26,Cross-border,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-07-07,00:00:00,ACC01014185,ACC01014187,8733.23,ACH,Canada,Canada,CAD,CAD,0,Normal Group
2023-01-31,04:00:00,ACC01009801,ACC01009802,4379.435055785891,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-03-02,07:00:00,ACC01010283,ACC01010284,6490.021631575167,Debit Card,United States,United States,USD,USD,0,Periodical
2023-05-01,04:00:00,ACC01010319,ACC01010320,4852.197255923546,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-02-15,00:00:00,ACC01015328,ACC01015329,5024.7,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-09-21,05:04:00,ACC01000939,ACC01000940,478.56,ACH,Italy,Canada,EUR,CAD,0,Single Transaction
2023-06-09,00:00:00,ACC01015337,ACC01015339,4718.88,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-10-26,00:00:00,ACC01013456,ACC01013458,7836.45,ACH,United States,United States,USD,USD,0,Normal Group
2023-04-04,00:00:00,ACC01013276,ACC01013283,6242.27,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-04-01,00:00:00,ACC01012124,ACC01012127,1615.89,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-08-29,05:00:00,ACC01010747,ACC01010748,3663.0235104609355,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-09-13,00:00:00,ACC01011647,ACC01011649,6693.63,Cheque,United States,United States,USD,USD,0,Normal Group
2023-01-01,02:00:00,ACC01011059,ACC01011060,6432.670656548261,Debit Card,United States,United States,USD,USD,0,Periodical
2023-07-30,04:00:00,ACC01010205,ACC01010206,2269.811102748195,Debit Card,France,France,EUR,EUR,0,Periodical
2023-12-03,00:00:00,ACC01015031,ACC01015033,6058.51,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-05-31,06:00:00,ACC01010407,ACC01010408,6338.630760435583,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-05-01,00:00:00,ACC01013609,ACC01013611,975.13,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-02-16,00:00:00,ACC01014446,ACC01014451,2272.04,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-04-03,03:36:00,ACC01004469,ACC01004470,3567.94,Cross-border,Germany,Spain,EUR,EUR,0,Single Transaction
2023-07-06,00:00:00,ACC01015823,ACC01015826,6780.83,Credit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-08-17,00:00:00,ACC01015616,ACC01015618,4563.75,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-07-30,20:00:00,ACC01010649,ACC01010650,6975.248484273846,ACH,France,France,EUR,EUR,0,Periodical
2023-05-30,00:00:00,ACC01015445,ACC01015448,7101.74,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-29,02:49:00,ACC01004853,ACC01004854,3604.46,Cross-border,United States,United States,USD,USD,0,Single Transaction
2023-07-30,18:00:00,ACC01010835,ACC01010836,2276.22811106532,ACH,Australia,Australia,AUD,AUD,0,Periodical
2024-01-09,00:00:00,ACC01013987,ACC01013990,2239.87,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-06-01,00:00:00,ACC01012853,ACC01012854,4906.85,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-10-10,00:00:00,ACC01013051,ACC01013053,2797.01,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-01,09:00:00,ACC01010045,ACC01010046,4832.729389531034,Debit Card,France,France,EUR,EUR,0,Periodical
2023-08-29,00:00:00,ACC01013762,ACC01013768,7596.86,Cash,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-09-07,13:34:00,ACC01008711,ACC01008712,3729.88,Credit Card,Canada,Spain,CAD,EUR,0,Single Transaction
2023-01-28,00:00:00,ACC01012151,ACC01012156,9672.57,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-11-19,00:00:00,ACC01015598,ACC01015599,3683.48,Cross-border,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-09-13,00:00:00,ACC01014131,ACC01014132,9314.54,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-07-13,00:00:00,ACC01014059,ACC01014061,560.03,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-02-18,00:00:00,ACC01012151,ACC01012153,8754.06,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-07-30,11:00:00,ACC01010099,ACC01010100,5102.826402435449,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-04-03,00:00:00,ACC01011881,ACC01011883,317.74,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-12-01,07:32:00,ACC01007587,ACC01007588,1938.21,Cash,Canada,Australia,CAD,AUD,0,Single Transaction
2023-07-08,15:15:00,ACC01005029,ACC01005030,2471.3,Cash,France,Australia,EUR,AUD,0,Single Transaction
2023-12-13,00:00:00,ACC01014068,ACC01014071,2446.99,Cash,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-01-31,13:00:00,ACC01010685,ACC01010686,879.5197975806298,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-03-02,00:00:00,ACC01009973,ACC01009974,130.12243087483472,Debit Card,France,France,EUR,EUR,0,Periodical
2023-01-01,19:00:00,ACC01011217,ACC01011218,8494.968730281664,Debit Card,France,France,EUR,EUR,0,Periodical
2023-12-24,00:00:00,ACC01015094,ACC01015097,2527.88,Cheque,Spain,Spain,EUR,EUR,0,Normal Group
2023-09-23,00:00:00,ACC01015508,ACC01015509,9997.99,ACH,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-02,00:00:00,ACC01010853,ACC01010854,4979.339077542972,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-04-01,05:00:00,ACC01010147,ACC01010148,2741.332698809947,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-05-30,04:22:00,ACC01002953,ACC01002954,2396.89,Cheque,Canada,Spain,CAD,EUR,0,Single Transaction
2023-05-31,11:00:00,ACC01011391,ACC01011392,145.7351571716356,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-06-30,09:00:00,ACC01010393,ACC01010394,4007.903372100684,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-10-28,00:00:00,ACC01012673,ACC01012675,3676.15,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-01-16,12:02:00,ACC01002969,ACC01002970,2770.92,Cash,Germany,United States,EUR,USD,0,Single Transaction
2023-07-15,00:00:00,ACC01013510,ACC01013513,3743.37,Debit Card,United States,United States,USD,USD,0,Normal Group
2023-07-19,09:25:00,ACC01002843,ACC01002844,1137.91,ACH,Japan,Australia,JPY,AUD,0,Single Transaction
2023-05-10,00:00:00,ACC01015742,ACC01015750,7190.7,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-08-13,20:56:00,ACC01003037,ACC01003038,1755.77,Cash,Spain,Netherlands,EUR,EUR,0,Single Transaction
2023-05-21,00:00:00,ACC01014338,ACC01014340,1961.99,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-07-30,21:00:00,ACC01011041,ACC01011042,4601.078143800789,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-06-03,00:00:00,ACC01015580,ACC01015582,2111.39,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-31,12:00:00,ACC01010753,ACC01010754,2796.9631667175645,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-12-06,00:00:00,ACC01013114,ACC01013117,4589.69,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-31,22:00:00,ACC01011333,ACC01011334,5543.700877346496,Debit Card,France,France,EUR,EUR,0,Periodical
2023-09-28,11:00:00,ACC01010309,ACC01010310,4967.595822870027,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-03-13,00:00:00,ACC01013006,ACC01013009,7088.67,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-03-02,19:00:00,ACC01009705,ACC01009706,6489.419888944878,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-05-04,00:00:00,ACC01015760,ACC01015765,8200.32,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-01-31,14:00:00,ACC01011455,ACC01011456,4945.918436429286,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-03-04,00:00:00,ACC01014986,ACC01014987,1203.52,Debit Card,United States,United States,USD,USD,0,Normal Group
2023-06-09,00:00:00,ACC01013213,ACC01013214,6231.07,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-10-17,06:10:00,ACC01004439,ACC01004440,3916.41,Credit Card,Canada,France,CAD,EUR,0,Single Transaction
2023-07-30,06:00:00,ACC01010823,ACC01010824,806.7497797785761,Debit Card,France,France,EUR,EUR,0,Periodical
2023-06-01,21:21:00,ACC01000613,ACC01000614,1989.28,Cross-border,Spain,Canada,EUR,CAD,0,Single Transaction
2023-04-19,20:41:00,ACC01000241,ACC01000242,3950.19,Debit Card,Australia,Canada,AUD,CAD,0,Single Transaction
2023-04-03,04:03:00,ACC01008049,ACC01008050,3480.08,Cash,Japan,Canada,JPY,CAD,0,Single Transaction
2023-11-20,00:00:00,ACC01014887,ACC01014892,1661.74,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-11-01,00:00:00,ACC01014347,ACC01014349,2152.33,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-11-22,00:00:00,ACC01014509,ACC01014510,9893.34,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-05-01,20:00:00,ACC01010573,ACC01010574,7901.678041377797,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-03-16,17:33:00,ACC01003877,ACC01003878,2245.38,ACH,Spain,Netherlands,EUR,EUR,0,Single Transaction
2023-05-01,14:00:00,ACC01010385,ACC01010386,4787.220260188276,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-06-08,08:45:00,ACC01001847,ACC01001848,2698.68,ACH,Australia,Australia,AUD,AUD,0,Single Transaction
2023-01-01,01:00:00,ACC01010267,ACC01010268,3294.2056173743395,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-03-02,12:00:00,ACC01011071,ACC01011072,8628.04303445429,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-05-01,10:00:00,ACC01011523,ACC01011524,2889.7776273474415,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-09-09,01:37:00,ACC01000335,ACC01000336,690.49,Credit Card,Netherlands,Canada,EUR,CAD,0,Single Transaction
2023-12-06,00:00:00,ACC01014068,ACC01014071,7336.69,Cash,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-06-30,22:00:00,ACC01010599,ACC01010600,1983.5133497614306,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-10-05,01:55:00,ACC01007457,ACC01007458,2788.28,Credit Card,Italy,Netherlands,EUR,EUR,0,Single Transaction
2023-10-22,00:00:00,ACC01015598,ACC01015600,5166.78,Cross-border,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-04-01,02:00:00,ACC01011099,ACC01011100,534.9859440569601,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-02-02,00:00:00,ACC01014698,ACC01014704,9961.64,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-04-15,03:54:00,ACC01002505,ACC01002506,3393.79,Credit Card,Germany,United States,EUR,USD,0,Single Transaction
2023-10-01,00:00:00,ACC01012916,ACC01012917,3292.51,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-10-28,00:00:00,ACC01012178,ACC01012180,3632.36,Cash,United States,United States,USD,USD,0,Normal Group
2023-03-02,17:00:00,ACC01011081,ACC01011082,7693.142449623182,Debit Card,France,France,EUR,EUR,0,Periodical
2023-04-04,00:00:00,ACC01012187,ACC01012191,958.1,Cash,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-11-07,22:55:00,ACC01009133,ACC01009134,3265.21,Cash,Spain,Japan,EUR,JPY,0,Single Transaction
2023-02-28,08:53:00,ACC01002329,ACC01002330,2506.79,Debit Card,Japan,United States,JPY,USD,0,Single Transaction
2023-07-09,00:00:00,ACC01013141,ACC01013142,5839.31,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-09-13,18:08:00,ACC01006971,ACC01006972,2314.55,Cheque,Netherlands,Spain,EUR,EUR,0,Single Transaction
2023-04-01,06:00:00,ACC01009815,ACC01009816,1670.8162548479622,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-07-30,14:00:00,ACC01010377,ACC01010378,6961.491709225867,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-08-29,05:00:00,ACC01010273,ACC01010274,5740.027086398078,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-05-29,14:23:00,ACC01009249,ACC01009250,3672.01,Cash,Japan,Netherlands,JPY,EUR,0,Single Transaction
2023-11-27,00:00:00,ACC01011611,ACC01011615,9596.46,Cross-border,Canada,Canada,CAD,CAD,0,Normal Group
2023-10-20,00:00:00,ACC01013834,ACC01013836,1920.74,Cheque,United States,United States,USD,USD,0,Normal Group
2023-10-08,00:00:00,ACC01014203,ACC01014204,7667.34,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-05-10,05:47:00,ACC01009327,ACC01009328,507.31,Cheque,Japan,Germany,JPY,EUR,0,Single Transaction
2023-08-29,20:00:00,ACC01009681,ACC01009682,2600.0767465444997,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-05-20,00:00:00,ACC01015580,ACC01015581,3163.42,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-08-23,00:00:00,ACC01012799,ACC01012801,6813.84,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-04-01,07:00:00,ACC01010903,ACC01010904,7283.650706812646,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-05-26,00:00:00,ACC01011719,ACC01011720,5683.26,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-09-13,00:00:00,ACC01015679,ACC01015681,2523.14,Cross-border,Japan,Japan,JPY,JPY,0,Normal Group
2023-05-26,00:00:00,ACC01015778,ACC01015782,2190.45,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-01-31,07:00:00,ACC01011061,ACC01011062,3953.592556860611,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-12-06,06:27:00,ACC01006837,ACC01006838,1775.99,Cash,United States,Germany,USD,EUR,0,Single Transaction
2023-01-17,04:24:00,ACC01000593,ACC01000594,1377.54,Cash,Spain,Spain,EUR,EUR,0,Single Transaction
2023-04-19,11:34:00,ACC01007469,ACC01007470,1245.62,Credit Card,Germany,Australia,EUR,AUD,0,Single Transaction
2023-03-31,00:00:00,ACC01014455,ACC01014456,7646.59,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-06-22,00:00:00,ACC01012853,ACC01012855,1157.75,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-07-23,04:01:00,ACC01009219,ACC01009220,4668.03,ACH,Germany,Netherlands,EUR,EUR,0,Single Transaction
2023-09-21,00:00:00,ACC01013492,ACC01013495,3581.91,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-04-25,08:54:00,ACC01006417,ACC01006418,157.09,ACH,Netherlands,Italy,EUR,EUR,0,Single Transaction
2023-01-31,16:00:00,ACC01009999,ACC01010000,4501.109418293103,Debit Card,France,France,EUR,EUR,0,Periodical
2023-04-19,00:00:00,ACC01013951,ACC01013958,5357.57,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-03-02,16:00:00,ACC01009793,ACC01009794,10115.95311741225,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-07-30,12:00:00,ACC01010689,ACC01010690,6100.613160433539,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-10-25,00:00:00,ACC01012700,ACC01012701,8813.78,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-01,17:00:00,ACC01011113,ACC01011114,1773.329793550812,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-03-22,00:00:00,ACC01012367,ACC01012375,4247.62,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-19,00:00:00,ACC01012106,ACC01012111,1454.25,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-03-23,00:00:00,ACC01015265,ACC01015266,2713.48,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-07-30,04:00:00,ACC01010619,ACC01010620,10127.039136470787,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-06-29,00:00:00,ACC01013663,ACC01013666,8625.43,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-06-12,00:00:00,ACC01013699,ACC01013702,5734.68,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-09-06,00:00:00,ACC01013042,ACC01013045,298.3,Cheque,Canada,Canada,CAD,CAD,0,Normal Group
2023-01-24,00:00:00,ACC01015409,ACC01015410,120.97,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-12-08,00:00:00,ACC01013015,ACC01013017,5599.12,Debit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-01-31,23:00:00,ACC01011279,ACC01011280,8955.426876916883,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-08-01,00:00:00,ACC01015688,ACC01015690,6462.88,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-09-18,00:00:00,ACC01014032,ACC01014036,4835.12,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-08-10,00:00:00,ACC01013330,ACC01013331,4871.98,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-01-31,05:00:00,ACC01010975,ACC01010976,3606.986319041919,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-08-31,00:00:00,ACC01014770,ACC01014771,6706.14,Cross-border,United States,United States,USD,USD,0,Normal Group
2023-05-01,20:00:00,ACC01009711,ACC01009712,8680.179637816338,ACH,United States,United States,USD,USD,0,Periodical
2023-03-26,00:00:00,ACC01011602,ACC01011603,2093.79,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-07-30,12:00:00,ACC01011347,ACC01011348,9512.7399629393,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-07-12,14:19:00,ACC01001593,ACC01001594,4451.58,Debit Card,Japan,Australia,JPY,AUD,0,Single Transaction
